,w1,w2,cosin
87153,兒童,指數,0.12077928
87154,兒童,經歷,0.04155496
87155,兒童,情況,0.11116856
87156,兒童,學習,0.03322315
87159,兒童,星期,0.058763355
87161,兒童,症候群,0.03680009
87163,兒童,依賴,0.017925631
87168,兒童,練習,0.045062415
87169,兒童,發病,0.0037233597
87170,兒童,減壓,0.011763541
87172,兒童,過多,0.038924143
87173,兒童,提到,0.020014761
87174,兒童,趨勢,0.0051105544
87175,兒童,大部分,0.05582779
87176,兒童,減少,0.033008985
87178,兒童,基因,0.066840634
87180,兒童,討論,0.01620967
87181,兒童,多巴胺,0.016066339
87185,輕生,急診,0.08014325
87186,輕生,服藥,0.055675343
87187,輕生,迴圈,0.084261805
87189,輕生,遠距,0.02422234
87195,輕生,抑制劑,0.023948617
87201,輕生,中度,0.036231622
87202,輕生,生病,0.07274463
87206,輕生,促進,0.11296035
87210,輕生,目前,0.026198253
87212,輕生,抗鬱劑,0.072021924
87213,輕生,影響到,0.040135473
87219,輕生,酵母,0.03763908
87220,輕生,注意,0.07166479
87224,輕生,蛋白質,0.020720638
87225,輕生,經由,0.11565628
87226,輕生,強烈,0.023882069
87228,輕生,普遍,0.056382257
87234,輕生,至少,0.07795508
87235,輕生,調整,0.027214546
87236,輕生,參考,0.03909862
87237,輕生,國際,0.0061444873
87239,輕生,訊息,0.007949088
87240,輕生,完整,0.024166685
87241,輕生,責任,0.095907345
87242,輕生,關節炎,0.020385439
87243,輕生,人員,0.07819507
87244,輕生,出版,0.01515108
87246,輕生,經濟,0.034290865
87247,輕生,影音,0.14357433
87250,輕生,空虛,0.06771749
87254,輕生,經歷,0.07655296
87257,輕生,傷害,0.02962922
87260,輕生,開啟,0.032357085
87261,輕生,症候群,0.008963997
87264,輕生,時期,0.12841049
87267,輕生,遲緩,0.09889989
87270,輕生,減壓,0.086790085
87271,輕生,差別,0.0044660047
87272,輕生,過多,0.08257883
87273,輕生,提到,0.03738906
87275,輕生,大部分,0.0030394886
87277,輕生,緩慢,0.008816412
87279,輕生,頭痛,0.038818307
87280,輕生,討論,0.0860236
87283,輕生,減退,0.050261937
87285,急診,服藥,0.09775333
87286,急診,迴圈,0.09105855
87287,急診,玉里鎮,0.13031527
87289,急診,抑制,0.05967925
87295,急診,關懷,0.0734885
87297,急診,提升,0.0854194
87298,急診,美國,0.016545072
87299,急診,分析,0.00078566093
87300,急診,中度,0.006635809
87301,急診,生病,0.024024732
87302,急診,來源,0.029984377
87303,急診,感受,0.021683775
87304,急診,快樂,0.026802987
87307,急診,簡介,0.023370411
87308,急診,專區,0.014163038
87313,急診,重大,0.030995537
87315,急診,過程,0.005436957
87318,急診,酵母,0.04765407
87320,急診,性慾,0.049153857
87322,急診,補充,0.08103095
87323,急診,蛋白質,0.07132906
87324,急診,經由,0.015154574
87327,急診,普遍,0.0056290794
87331,急診,適合,0.049824767
87332,急診,安心,0.003257446
87333,急診,至少,0.06435688
87335,急診,參考,0.036376234
87337,急診,聲明,0.064028695
87341,急診,關節炎,0.06839027
87342,急診,人員,0.03703816
87343,急診,出版,0.046323463
87345,急診,經濟,0.11467604
87346,急診,影音,0.005775057
87349,急診,空虛,0.035350315
87352,急診,指數,0.087606564
87353,急診,經歷,0.022307489
87360,急診,症候群,0.048087213
87361,急診,甲狀腺素,0.010578178
87362,急診,依賴,0.019597337
87363,急診,時期,0.03849586
87365,急診,行動,0.0026654117
87366,急診,遲緩,0.10964433
87367,急診,練習,0.06509898
87368,急診,發病,0.06776877
87371,急診,過多,0.093862206
87372,急診,提到,0.017830607
87375,急診,減少,0.051429316
87376,急診,緩慢,0.063140824
87378,急診,頭痛,0.12019378
87379,急診,討論,0.0162888
87380,急診,多巴胺,0.0024043936
87382,急診,減退,0.042222552
87383,急診,分院,0.093838096
87386,服藥,遠距,0.10216819
87391,服藥,正視,0.093423344
87394,服藥,關心,0.039223686
87395,服藥,提升,0.057929315
87398,服藥,中度,0.04438009
87399,服藥,生病,0.057017755
87400,服藥,來源,0.0028887093
87403,服藥,促進,0.034492344
87405,服藥,簡介,0.043875262
87406,服藥,專區,0.00025481172
87410,服藥,影響到,0.02011966
87414,服藥,人本,0.14171271
87415,服藥,專注,0.019871313
87417,服藥,注意,0.04109034
87420,服藥,補充,0.014328865
87421,服藥,蛋白質,0.053692613
87422,服藥,經由,0.06629212
87423,服藥,強烈,0.002921261
87424,服藥,乒乓球,0.005734168
87425,服藥,普遍,0.044219915
87427,服藥,查詢,0.0038812142
87428,服藥,避免,0.092403844
87429,服藥,適合,0.040372677
87432,服藥,調整,0.11329967
87433,服藥,參考,0.036451533
87434,服藥,國際,0.003038371
87435,服藥,聲明,0.08343348
87438,服藥,責任,0.08257364
87440,服藥,人員,0.010810826
87441,服藥,出版,0.12290098
87443,服藥,經濟,0.026079237
87447,服藥,空虛,0.050287902
87448,服藥,失智症,0.032424938
87449,服藥,走出,0.080074534
87451,服藥,經歷,0.027634054
87452,服藥,情況,0.05764412
87455,服藥,太多,0.06415454
87458,服藥,症候群,0.05600047
87459,服藥,甲狀腺素,0.08494521
87460,服藥,依賴,0.051201977
87461,服藥,時期,0.08980608
87464,服藥,遲緩,0.06910048
87465,服藥,練習,0.16961992
87466,服藥,發病,0.07077271
87468,服藥,差別,0.09138564
87471,服藥,趨勢,0.040627062
87472,服藥,大部分,0.10370993
87473,服藥,減少,0.030081287
87476,服藥,頭痛,0.013796521
87479,服藥,過往,0.06666209
87482,迴圈,玉里鎮,0.09688625
87487,迴圈,找到,0.031812463
87488,迴圈,正視,0.10524012
87489,迴圈,抑制劑,0.10583092
87490,迴圈,關懷,0.07040882
87491,迴圈,關心,0.06936081
87493,迴圈,美國,0.046273015
87500,迴圈,促進,0.028967468
87502,迴圈,簡介,0.016903346
87503,迴圈,專區,0.11374353
87508,迴圈,重大,0.055361807
87510,迴圈,過程,0.088797145
87511,迴圈,人本,0.03293986
87512,迴圈,專注,0.1081195
87513,迴圈,酵母,0.001991149
87514,迴圈,注意,0.10525101
87518,迴圈,蛋白質,0.09890063
87521,迴圈,乒乓球,0.046558984
87525,迴圈,避免,0.04004014
87528,迴圈,至少,0.111261465
87531,迴圈,國際,0.004537761
87533,迴圈,訊息,0.060250767
87538,迴圈,出版,0.0520877
87540,迴圈,經濟,0.040780097
87541,迴圈,影音,0.060911164
87544,迴圈,空虛,0.0064825118
87545,迴圈,失智症,0.025736693
87547,迴圈,指數,0.03195312
87548,迴圈,經歷,0.041874122
87550,迴圈,學習,0.0017530471
87551,迴圈,傷害,0.038218148
87552,迴圈,太多,0.048452437
87553,迴圈,星期,0.04968609
87556,迴圈,甲狀腺素,0.108508885
87557,迴圈,依賴,0.016063612
87558,迴圈,時期,0.044153422
87559,迴圈,掛號,0.10556634
87560,迴圈,行動,0.07885348
87562,迴圈,練習,0.08153008
87568,迴圈,趨勢,0.03869894
87569,迴圈,大部分,0.0592267
87571,迴圈,緩慢,0.03211647
87574,迴圈,討論,0.08024461
87577,迴圈,減退,0.075288564
87578,迴圈,分院,0.015005209
87582,玉里鎮,抑鬱症,0.008526454
87583,玉里鎮,找到,0.04859461
87584,玉里鎮,正視,0.003591543
87587,玉里鎮,關心,0.016314555
87589,玉里鎮,美國,0.03647822
87590,玉里鎮,分析,0.048289765
87591,玉里鎮,中度,0.05048636
87592,玉里鎮,生病,0.0016176589
87593,玉里鎮,來源,0.072621435
87595,玉里鎮,快樂,0.072469324
87598,玉里鎮,簡介,0.052941956
87600,玉里鎮,目前,0.04860483
87601,玉里鎮,品質,0.039674222
87603,玉里鎮,影響到,0.065277785
87604,玉里鎮,重大,0.027776228
87607,玉里鎮,人本,0.062112506
87608,玉里鎮,專注,0.013217327
87609,玉里鎮,酵母,0.00403801
87611,玉里鎮,性慾,0.09095935
87613,玉里鎮,補充,0.11310564
87614,玉里鎮,蛋白質,0.015996914
87616,玉里鎮,強烈,0.03352797
87619,玉里鎮,現象,0.02507836
87622,玉里鎮,適合,0.006240882
87625,玉里鎮,調整,0.016267493
87632,玉里鎮,關節炎,0.022335764
87637,玉里鎮,影音,0.049365327
87638,玉里鎮,老年,0.08158998
87639,玉里鎮,會員,0.14525217
87640,玉里鎮,空虛,0.071202174
87641,玉里鎮,失智症,0.026146129
87644,玉里鎮,經歷,0.0074523725
87645,玉里鎮,情況,0.0092212055
87646,玉里鎮,學習,0.086596504
87647,玉里鎮,傷害,0.008350184
87652,玉里鎮,甲狀腺素,0.066412054
87653,玉里鎮,依賴,0.0129327
87656,玉里鎮,行動,0.0716535
87658,玉里鎮,練習,0.044987313
87664,玉里鎮,趨勢,0.004415173
87667,玉里鎮,緩慢,0.032303344
87671,玉里鎮,多巴胺,0.104443714
87672,玉里鎮,過往,0.022553176
87673,玉里鎮,減退,0.08493632
87678,遠距,找到,0.10449846
87682,遠距,關心,0.046679925
87687,遠距,生病,0.12725206
87690,遠距,快樂,0.055973195
87692,遠距,得到,0.08124351
87694,遠距,專區,0.02986925
87695,遠距,目前,0.03697326
87700,遠距,色胺酸,0.09376961
87701,遠距,過程,0.03865724
87702,遠距,人本,0.087967515
87704,遠距,酵母,0.025737885
87706,遠距,性慾,0.08529157
87707,遠距,突然,0.04810886
87708,遠距,補充,0.15692687
87710,遠距,經由,0.0017294372
87712,遠距,乒乓球,5.1535666e-05
87717,遠距,適合,0.014766002
87718,遠距,安心,0.013636451
87719,遠距,至少,0.06017511
87720,遠距,調整,0.02889033
87721,遠距,參考,0.13402328
87722,遠距,國際,0.0264709
87723,遠距,聲明,0.056437306
87724,遠距,訊息,0.021517182
87725,遠距,完整,0.018109612
87726,遠距,責任,0.09453897
87727,遠距,關節炎,0.015924072
87729,遠距,出版,0.0140856765
87731,遠距,經濟,0.11501381
87733,遠距,老年,0.037670583
87734,遠距,會員,0.015375441
87737,遠距,走出,0.0023577549
87740,遠距,情況,0.06083339
87741,遠距,學習,0.012515904
87743,遠距,太多,0.0017239321
87746,遠距,症候群,0.009436035
87747,遠距,甲狀腺素,0.066858806
87748,遠距,依賴,0.14834827
87749,遠距,時期,0.09729764
87757,遠距,過多,0.18576346
87758,遠距,提到,0.020953882
87759,遠距,趨勢,0.090399705
87760,遠距,大部分,0.002970105
87761,遠距,減少,0.019189876
87763,遠距,基因,0.054587618
87765,遠距,討論,0.069342434
87766,遠距,多巴胺,0.0667437
87767,遠距,過往,0.069729276
87768,遠距,減退,0.07672994
87769,遠距,分院,0.0056804474
87770,抑制,內文,0.04576423
87771,抑制,抑鬱症,0.02595545
87776,抑制,關心,0.01271021
87777,抑制,提升,0.0027610287
87778,抑制,美國,0.091866225
87780,抑制,中度,0.067679286
87781,抑制,生病,0.06413485
87785,抑制,促進,0.030058112
87786,抑制,得到,0.11891644
87787,抑制,簡介,0.083370075
87789,抑制,目前,0.12159443
87790,抑制,品質,0.09713997
87791,抑制,抗鬱劑,0.09172496
87793,抑制,重大,0.012998447
87795,抑制,過程,0.037481073
87796,抑制,人本,0.012504656
87797,抑制,專注,0.06571516
87799,抑制,注意,0.03814218
87800,抑制,性慾,0.052727137
87801,抑制,突然,0.108553305
87803,抑制,蛋白質,0.0092675425
87804,抑制,經由,0.09805974
87808,抑制,現象,0.07879497
87809,抑制,查詢,0.05482986
87811,抑制,適合,0.052451447
87813,抑制,至少,0.053954512
87814,抑制,調整,0.026226116
87815,抑制,參考,0.022132585
87818,抑制,訊息,0.023682583
87819,抑制,完整,0.060835198
87821,抑制,關節炎,0.07433136
87822,抑制,人員,0.06460628
87824,抑制,共同,0.06337514
87825,抑制,經濟,0.052078657
87829,抑制,空虛,0.030126534
87830,抑制,失智症,0.025357835
87832,抑制,指數,0.035194594
87833,抑制,經歷,0.033743262
87835,抑制,學習,0.075615674
87836,抑制,傷害,0.019344592
87838,抑制,星期,0.036202796
87841,抑制,甲狀腺素,0.01363538
87842,抑制,依賴,0.023912488
87843,抑制,時期,0.007474902
87847,抑制,練習,0.0026593208
87848,抑制,發病,0.095198646
87849,抑制,減壓,0.0088511035
87850,抑制,差別,0.040943526
87851,抑制,過多,0.0462237
87854,抑制,大部分,0.01826648
87855,抑制,減少,0.09764352
87856,抑制,緩慢,0.016565967
87857,抑制,基因,0.019551113
87858,抑制,頭痛,0.072865486
87861,抑制,過往,0.12938918
87863,抑制,分院,0.057585042
87867,內文,抑制劑,0.052864775
87869,內文,關心,0.11209702
87871,內文,美國,0.06770262
87872,內文,分析,0.015768794
87875,內文,來源,0.03812245
87876,內文,感受,0.0046749264
87878,內文,促進,0.0030588396
87880,內文,簡介,0.0027769022
87884,內文,抗鬱劑,0.05652696
87886,內文,重大,0.09572964
87887,內文,色胺酸,0.034973428
87888,內文,過程,0.15292282
87899,內文,乒乓球,0.004453701
87900,內文,普遍,0.05771318
87902,內文,查詢,0.028992286
87903,內文,避免,0.1160592
87904,內文,適合,0.0015504882
87905,內文,安心,0.006533377
87907,內文,調整,0.036876485
87908,內文,參考,0.04167593
87909,內文,國際,0.017759308
87915,內文,人員,0.0068529174
87916,內文,出版,0.0951934
87917,內文,共同,0.118508644
87919,內文,影音,0.008885392
87920,內文,老年,0.020511795
87921,內文,會員,0.06744177
87923,內文,失智症,0.010067577
87925,內文,指數,0.017170854
87926,內文,經歷,0.0024912292
87928,內文,學習,0.026545046
87930,內文,太多,0.035880502
87934,內文,甲狀腺素,0.07830817
87939,內文,遲緩,0.00045601279
87941,內文,發病,0.07372241
87942,內文,減壓,0.040191445
87943,內文,差別,0.030325783
87946,內文,趨勢,0.035033297
87947,內文,大部分,0.018089486
87959,抑鬱症,抑制劑,0.021223407
87962,抑鬱症,提升,0.009638142
87968,抑鬱症,感受,0.021989923
87971,抑鬱症,得到,0.036097698
87976,抑鬱症,抗鬱劑,0.016717885
87982,抑鬱症,專注,0.02613354
87983,抑鬱症,酵母,0.069006965
87984,抑鬱症,注意,0.017748825
87986,抑鬱症,突然,0.038519245
87987,抑鬱症,補充,0.03442666
87988,抑鬱症,蛋白質,0.11877253
87989,抑鬱症,經由,0.09062137
87990,抑鬱症,強烈,0.08042933
87995,抑鬱症,避免,0.054143734
87996,抑鬱症,適合,0.03266999
87997,抑鬱症,安心,0.10742542
87998,抑鬱症,至少,0.009859942
87999,抑鬱症,調整,0.013681085
88000,抑鬱症,參考,0.0001803441
88001,抑鬱症,國際,0.13135028
88007,抑鬱症,人員,0.0484546
88008,抑鬱症,出版,0.031025998
88009,抑鬱症,共同,0.015414575
88010,抑鬱症,經濟,0.08532959
88011,抑鬱症,影音,0.0688321
88012,抑鬱症,老年,0.07520186
88015,抑鬱症,失智症,0.07338004
88016,抑鬱症,走出,0.06725128
88017,抑鬱症,指數,0.010815831
88021,抑鬱症,傷害,0.0047344603
88028,抑鬱症,時期,0.0128469085
88029,抑鬱症,掛號,0.05977036
88031,抑鬱症,遲緩,0.004208736
88034,抑鬱症,減壓,0.0038455222
88035,抑鬱症,差別,0.018966436
88039,抑鬱症,大部分,0.04101891
88040,抑鬱症,減少,0.116773315
88043,抑鬱症,頭痛,0.036566757
88044,抑鬱症,討論,0.04646316
88045,抑鬱症,多巴胺,0.09001829
88046,抑鬱症,過往,0.06282605
88050,找到,抑制劑,0.024345823
88051,找到,關懷,0.075574346
88052,找到,關心,0.0070955437
88053,找到,提升,0.09851152
88054,找到,美國,0.047212765
88056,找到,中度,0.00487021
88058,找到,來源,0.08987677
88062,找到,得到,0.016942438
88068,找到,影響到,0.026776586
88069,找到,重大,0.017127048
88071,找到,過程,0.092997774
88072,找到,人本,0.07085776
88073,找到,專注,0.029533543
88074,找到,酵母,0.116663635
88076,找到,性慾,0.11379618
88078,找到,補充,0.075898945
88080,找到,經由,0.023881886
88083,找到,普遍,0.13371323
88084,找到,現象,0.017701607
88085,找到,查詢,0.050051406
88086,找到,避免,0.03725248
88087,找到,適合,0.075274736
88091,找到,參考,0.0144414175
88092,找到,國際,0.05372819
88093,找到,聲明,0.18299446
88095,找到,完整,0.1507909
88096,找到,責任,0.10888124
88097,找到,關節炎,0.005582366
88099,找到,出版,0.0063111894
88101,找到,經濟,0.0008256426
88102,找到,影音,0.055779174
88104,找到,會員,0.09244928
88107,找到,走出,0.06899539
88110,找到,情況,0.05150638
88111,找到,學習,0.059038404
88112,找到,傷害,0.088732004
88114,找到,星期,0.11468179
88117,找到,甲狀腺素,0.0034368047
88118,找到,依賴,0.054209884
88119,找到,時期,0.05371342
88120,找到,掛號,0.058037765
88124,找到,發病,0.06827684
88126,找到,差別,0.004050033
88129,找到,趨勢,0.038397036
88130,找到,大部分,0.0077536143
88132,找到,緩慢,0.0068816487
88135,找到,討論,0.03792133
88136,找到,多巴胺,0.03597655
88139,找到,分院,0.031594016
88140,正視,抑制劑,0.005682027
88141,正視,關懷,0.022193015
88142,正視,關心,0.030722935
88143,正視,提升,0.005804565
88144,正視,美國,0.0073390305
88145,正視,分析,0.1078009
88146,正視,中度,0.050050136
88147,正視,生病,0.0019557774
88150,正視,快樂,0.031045409
88152,正視,得到,0.024012603
88153,正視,簡介,0.048248313
88154,正視,專區,0.0350603
88158,正視,影響到,0.024336852
88159,正視,重大,0.077143595
88160,正視,色胺酸,0.028390907
88162,正視,人本,0.015156658
88163,正視,專注,0.08338088
88165,正視,注意,0.05870703
88168,正視,補充,0.0024319086
88177,正視,適合,0.031204201
88178,正視,安心,0.017176224
88179,正視,至少,0.010579951
88180,正視,調整,0.0014350433
88181,正視,參考,0.02420168
88182,正視,國際,0.027101915
88183,正視,聲明,0.064409405
88184,正視,訊息,0.11142766
88186,正視,責任,0.06119004
88187,正視,關節炎,0.049113825
88188,正視,人員,0.0038509797
88189,正視,出版,0.13487752
88191,正視,經濟,0.0103898775
88195,正視,空虛,0.04920981
88196,正視,失智症,0.021672323
88197,正視,走出,0.080506764
88200,正視,情況,0.07457265
88203,正視,太多,0.1020671
88204,正視,星期,0.0164636
88205,正視,開啟,0.03769747
88206,正視,症候群,0.064266905
88207,正視,甲狀腺素,0.09584117
88208,正視,依賴,0.07060175
88210,正視,掛號,0.04407887
88213,正視,練習,0.050199747
88214,正視,發病,0.05405789
88216,正視,差別,0.011522144
88217,正視,過多,0.10761832
88219,正視,趨勢,0.048410174
88223,正視,基因,0.07970503
88224,正視,頭痛,0.08238398
88225,正視,討論,0.012271512
88226,正視,多巴胺,0.016013995
88227,正視,過往,0.018083628
88228,正視,減退,0.084978946
88229,正視,分院,0.040239945
88230,抑制劑,關懷,0.01635785
88237,抑制劑,來源,0.026375389
88238,抑制劑,感受,0.04714747
88242,抑制劑,簡介,0.09496023
88243,抑制劑,專區,0.11866954
88248,抑制劑,重大,0.011797717
88250,抑制劑,過程,0.018789673
88251,抑制劑,人本,0.0067396294
88252,抑制劑,專注,0.078733034
88258,抑制劑,蛋白質,0.12145838
88259,抑制劑,經由,0.056729913
88262,抑制劑,普遍,0.04256174
88264,抑制劑,查詢,0.0025030128
88265,抑制劑,避免,0.02258443
88266,抑制劑,適合,0.008572631
88267,抑制劑,安心,0.031313345
88268,抑制劑,至少,0.021865137
88270,抑制劑,參考,0.025573282
88271,抑制劑,國際,0.0063647926
88272,抑制劑,聲明,0.026061784
88273,抑制劑,訊息,0.11027914
88274,抑制劑,完整,0.07671
88275,抑制劑,責任,0.13932815
88276,抑制劑,關節炎,0.030860998
88277,抑制劑,人員,0.033377364
88279,抑制劑,共同,0.04766385
88283,抑制劑,會員,0.064337775
88286,抑制劑,走出,0.058622565
88287,抑制劑,指數,0.0390815
88288,抑制劑,經歷,0.06721595
88290,抑制劑,學習,0.019074189
88291,抑制劑,傷害,0.09771784
88298,抑制劑,時期,0.0059799897
88300,抑制劑,行動,0.013614321
88303,抑制劑,發病,0.026271868
88304,抑制劑,減壓,0.09087285
88307,抑制劑,提到,0.030649785
88308,抑制劑,趨勢,0.064231336
88311,抑制劑,緩慢,0.046627134
88313,抑制劑,頭痛,0.11451708
88314,抑制劑,討論,0.039194994
88315,抑制劑,多巴胺,0.037766244
88316,抑制劑,過往,0.07372943
88317,抑制劑,減退,0.042881317
88322,關懷,分析,0.06738596
88324,關懷,生病,0.08098237
88326,關懷,感受,0.113423295
88327,關懷,快樂,0.031834204
88328,關懷,促進,0.073986575
88329,關懷,得到,0.0025833957
88330,關懷,簡介,0.009228624
88331,關懷,專區,0.010496685
88332,關懷,目前,0.0669049
88333,關懷,品質,0.13328722
88337,關懷,色胺酸,0.049481988
88338,關懷,過程,0.013709553
88339,關懷,人本,0.016632132
88340,關懷,專注,0.08068935
88341,關懷,酵母,0.009993636
88342,關懷,注意,0.012995414
88343,關懷,性慾,0.03250403
88344,關懷,突然,0.03046832
88349,關懷,乒乓球,0.021873526
88351,關懷,現象,0.05485262
88354,關懷,適合,0.11353265
88356,關懷,至少,0.023297222
88357,關懷,調整,0.016408252
88359,關懷,國際,0.077021904
88362,關懷,完整,0.0011990126
88363,關懷,責任,0.018909814
88367,關懷,共同,0.00922728
88368,關懷,經濟,0.0009053983
88372,關懷,空虛,0.01799789
88374,關懷,走出,0.08908282
88375,關懷,指數,0.008143466
88377,關懷,情況,0.051766686
88379,關懷,傷害,0.056449722
88380,關懷,太多,0.008012805
88382,關懷,開啟,0.12152276
88383,關懷,症候群,0.10520454
88384,關懷,甲狀腺素,0.108733244
88385,關懷,依賴,0.0076389387
88386,關懷,時期,0.049606275
88387,關懷,掛號,0.09125572
88388,關懷,行動,0.0072795018
88389,關懷,遲緩,0.08747469
88390,關懷,練習,0.024386566
88396,關懷,趨勢,0.07521945
88397,關懷,大部分,0.009717507
88398,關懷,減少,0.040024757
88399,關懷,緩慢,0.03810969
88400,關懷,基因,0.018481072
88401,關懷,頭痛,0.07651943
88403,關懷,多巴胺,0.016180068
88404,關懷,過往,0.0708492
88405,關懷,減退,0.02693946
88412,關心,來源,0.048350073
88413,關心,感受,0.067915045
88416,關心,得到,0.008466495
88417,關心,簡介,0.07327058
88420,關心,品質,0.0039469246
88422,關心,影響到,0.03099297
88423,關心,重大,0.010418167
88425,關心,過程,0.0061734687
88427,關心,專注,0.05554992
88430,關心,性慾,0.02212869
88431,關心,突然,0.057202835
88434,關心,經由,0.027345628
88435,關心,強烈,0.06911546
88436,關心,乒乓球,0.020452445
88438,關心,現象,0.06658208
88439,關心,查詢,0.06156301
88443,關心,至少,0.018912299
88444,關心,調整,0.08603317
88449,關心,完整,0.017681345
88450,關心,責任,0.025025588
88451,關心,關節炎,0.013413288
88453,關心,出版,0.061545204
88454,關心,共同,0.011243645
88455,關心,經濟,0.018156655
88457,關心,老年,0.017580763
88458,關心,會員,0.0008549951
88459,關心,空虛,0.06426632
88468,關心,星期,0.0070466287
88469,關心,開啟,0.002123028
88470,關心,症候群,0.02642805
88472,關心,依賴,0.08008038
88473,關心,時期,0.0901081
88475,關心,行動,0.10308197
88476,關心,遲緩,0.061035417
88477,關心,練習,0.09506914
88478,關心,發病,0.060436442
88479,關心,減壓,0.029484808
88481,關心,過多,0.058249194
88483,關心,趨勢,0.038808286
88484,關心,大部分,0.03866185
88486,關心,緩慢,0.047416717
88487,關心,基因,0.06278485
88489,關心,討論,0.11530614
88494,提升,美國,0.0007825121
88495,提升,分析,0.055172913
88496,提升,中度,0.058299556
88497,提升,生病,0.064373225
88500,提升,快樂,0.028899502
88501,提升,促進,0.09683408
88504,提升,專區,0.011683028
88506,提升,品質,0.07860421
88509,提升,重大,0.041459773
88511,提升,過程,0.027023992
88512,提升,人本,0.05074259
88513,提升,專注,0.027237944
88514,提升,酵母,0.021742597
88515,提升,注意,0.0017936304
88516,提升,性慾,0.091910034
88517,提升,突然,0.0733456
88520,提升,經由,0.0692185
88523,提升,普遍,0.052230645
88524,提升,現象,0.05073654
88526,提升,避免,0.09306449
88527,提升,適合,0.027026324
88530,提升,調整,0.027225897
88531,提升,參考,0.05554506
88532,提升,國際,0.008467633
88533,提升,聲明,0.044878583
88534,提升,訊息,0.08950607
88535,提升,完整,0.05942574
88538,提升,人員,0.030776024
88541,提升,經濟,0.04020161
88542,提升,影音,0.03522065
88545,提升,空虛,0.025394376
88548,提升,指數,0.028477993
88549,提升,經歷,0.03591331
88553,提升,太多,0.037313398
88555,提升,開啟,0.035825916
88556,提升,症候群,0.03549335
88558,提升,依賴,0.04265081
88562,提升,遲緩,0.091072485
88565,提升,減壓,0.06356323
88567,提升,過多,0.06403983
88568,提升,提到,0.12077216
88569,提升,趨勢,0.063840196
88571,提升,減少,0.05178751
88573,提升,基因,0.005132191
88574,提升,頭痛,0.04369006
88575,提升,討論,0.08679144
88576,提升,多巴胺,0.043691866
88577,提升,過往,0.13188535
88579,提升,分院,0.024276946
88580,美國,分析,0.03722584
88581,美國,中度,0.06695095
88583,美國,來源,0.10758047
88586,美國,促進,0.12081765
88587,美國,得到,0.044932052
88589,美國,專區,0.08193792
88591,美國,品質,0.05583664
88592,美國,抗鬱劑,0.051303394
88593,美國,影響到,0.075913
88596,美國,過程,0.056207456
88599,美國,酵母,0.011896197
88600,美國,注意,0.06306034
88602,美國,突然,0.06418767
88603,美國,補充,0.04609328
88604,美國,蛋白質,0.10420135
88608,美國,普遍,0.04937123
88609,美國,現象,0.03506596
88610,美國,查詢,0.0068492917
88611,美國,避免,0.1336812
88614,美國,至少,0.011837125
88618,美國,聲明,0.003421341
88619,美國,訊息,0.0030503692
88620,美國,完整,0.0018318668
88625,美國,共同,0.009430237
88628,美國,老年,0.023257418
88629,美國,會員,0.014631294
88630,美國,空虛,0.028171003
88631,美國,失智症,0.04783025
88632,美國,走出,0.040407527
88633,美國,指數,0.03174901
88636,美國,學習,0.009998577
88638,美國,太多,0.019739486
88639,美國,星期,0.045876235
88641,美國,症候群,0.065247715
88642,美國,甲狀腺素,0.023057604
88643,美國,依賴,0.018907283
88644,美國,時期,0.003973485
88645,美國,掛號,0.026690967
88648,美國,練習,0.08411987
88649,美國,發病,0.0945595
88650,美國,減壓,0.174752
88652,美國,過多,0.107664
88653,美國,提到,0.0934996
88654,美國,趨勢,0.042944066
88656,美國,減少,0.044597562
88657,美國,緩慢,0.017703887
88658,美國,基因,0.11487989
88659,美國,頭痛,0.039268043
88661,美國,多巴胺,0.008652251
88666,分析,生病,0.02190439
88667,分析,來源,0.042169996
88668,分析,感受,0.093842745
88669,分析,快樂,0.053677395
88670,分析,促進,0.08314831
88672,分析,簡介,0.009292979
88673,分析,專區,0.009654187
88675,分析,品質,0.061313394
88676,分析,抗鬱劑,0.022638481
88678,分析,重大,0.099580765
88679,分析,色胺酸,0.06514481
88682,分析,專注,0.1459646
88683,分析,酵母,0.047695953
88684,分析,注意,0.0048642596
88685,分析,性慾,0.03201776
88686,分析,突然,0.03942486
88687,分析,補充,0.042509448
88688,分析,蛋白質,0.060942475
88691,分析,乒乓球,0.02202976
88692,分析,普遍,0.048005596
88695,分析,避免,0.06772299
88696,分析,適合,0.016679863
88699,分析,調整,0.0477142
88700,分析,參考,0.001033172
88701,分析,國際,0.020304624
88702,分析,聲明,0.006326355
88703,分析,訊息,0.087397896
88707,分析,人員,0.010867165
88708,分析,出版,0.039256044
88710,分析,經濟,0.061688345
88711,分析,影音,0.07005879
88712,分析,老年,0.014612008
88719,分析,情況,0.032573782
88720,分析,學習,0.060454845
88723,分析,星期,0.008325206
88727,分析,依賴,0.012317641
88729,分析,掛號,0.035965964
88730,分析,行動,0.09213583
88734,分析,減壓,0.07466203
88735,分析,差別,0.03053354
88736,分析,過多,0.07969979
88738,分析,趨勢,0.092390515
88740,分析,減少,0.045247346
88742,分析,基因,0.080418065
88743,分析,頭痛,0.0169259
88746,分析,過往,0.1446597
88750,中度,來源,0.0191699
88753,中度,促進,0.09214197
88758,中度,品質,0.002469439
88764,中度,人本,0.09427734
88765,中度,專注,0.021759156
88767,中度,注意,0.0011219177
88769,中度,突然,0.019228552
88770,中度,補充,0.0819999
88771,中度,蛋白質,0.008020449
